user_id ID,gender,province,education_level,employment_status,main_fintech_app,investment_type,loan_usage_purpose,outstanding_loan,financial_anxiety_score,digital_time_spent_per_day,income_clean,expense_clean,ewallet_spending_clean,age,Jumlah Rekening Penerima Pinjaman Aktif (entitas),Jumlah Dana yang Diberikan (Rp miliar),Jumlah Rekening Pemberi Pinjaman (akun),TWP 90%,Jumlah Penerima Pinjaman (akun),Outstanding Pinjaman (Rp miliar),Jumlah Penduduk (Ribu),PDRB (Ribu Rp),Urbanisasi (%)
U0754,Male,DI Yogyakarta,Senior High School,Private Employee,OVO,Emas,Konsumsi,4076758.0,3,5.2,6000001.0,10000001.0,500001.0,23,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0755,Male,Sulawesi Tengah,Bachelor (S1)/Diploma IV,Student,Kredivo,Emas,Tidak Ada,0.0,5,7.3,2000000.0,2000000.0,500001.0,13,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0756,Female,Kalimantan Tengah,Senior High School,Student,Akulaku,Reksadana,Tidak Ada,0.0,5,4.2,2000000.0,2000000.0,500000.0,15,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0757,Female,Sulawesi Barat,Senior High School,Student,GoPay,Saham,Tidak Ada,0.0,4,9.7,2000000.0,2000000.0,500001.0,13,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0758,Female,Lampung,Bachelor (S1)/Diploma IV,Student,Kredivo,Emas,Tidak Ada,0.0,3,12.7,2000001.0,4000001.0,1000001.0,19,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0759,Female,Kalimantan Barat,Diploma I/II/III,Civil Servant/BUMN,GoPay,Reksadana,Gaya,4332733.0,5,6.3,2000001.0,4000001.0,500001.0,26,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0760,Female,Maluku Utara,Junior High School,Entrepreneur,ShopeePay,Saham,Tidak Ada,0.0,1,5.4,6000001.0,10000001.0,3000000.0,18,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0761,Male,Kalimantan Selatan,Junior High School,Student,Dana,No Investment,Konsumsi,1240174.0,4,20.0,4000001.0,4000001.0,3000000.0,20,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0762,Male,Bengkulu,Elementary School,Private Employee,OVO,Kripto,Pendidikan,703811.0,4,5.6,10000001.0,6000001.0,500000.0,14,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0763,Male,Kepulauan Bangka Belitung,Diploma I/II/III,Private Employee,GoPay,No Investment,Pendidikan,18906710.0,5,7.7,4000001.0,4000001.0,500000.0,26,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0764,Female,Aceh,Senior High School,Student,Dana,Emas,Gaya,10483130.0,3,3.7,2000000.0,2000000.0,3000000.0,19,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0765,Male,Gorontalo,Junior High School,Civil Servant/BUMN,Kredivo,Reksadana,Tidak Ada,0.0,5,7.8,2000001.0,4000001.0,3000000.0,25,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0766,Female,Lampung,Postgraduate,Student,OVO,No Investment,Tidak Ada,0.0,2,11.8,2000001.0,4000001.0,500000.0,22,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0767,Female,Riau,Senior High School,Private Employee,Dana,Emas,Konsumsi,15697260.0,5,2.0,6000001.0,10000001.0,500000.0,16,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0768,Female,Papua Tengah,Senior High School,Civil Servant/BUMN,OVO,Saham,Konsumsi,6262637.0,2,4.1,4000001.0,4000001.0,500000.0,19,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0769,Male,Sumatera Barat,Senior High School,Student,OVO,Reksadana,Pendidikan,16467844.0,1,5.9,2000000.0,2000000.0,3000000.0,21,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
U0770,Female,Bengkulu,Diploma I/II/III,Student,OVO,Kripto,Pendidikan,13360853.0,4,8.4,2000001.0,4000001.0,500000.0,21,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0771,Male,Sulawesi Selatan,Junior High School,Private Employee,GoPay,Saham,Tidak Ada,0.0,4,9.2,2000001.0,6000001.0,500001.0,20,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0772,Female,Aceh,Senior High School,Not Working,Akulaku,Emas,Tidak Ada,0.0,3,9.0,2000000.0,2000000.0,1000001.0,15,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0773,Male,Sulawesi Selatan,Bachelor (S1)/Diploma IV,Student,OVO,Saham,Tidak Ada,0.0,5,2.8,2000000.0,2000000.0,500000.0,14,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0774,Male,Banten,Senior High School,Private Employee,Dana,Saham,Tidak Ada,0.0,1,5.3,2000001.0,4000001.0,500001.0,13,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0775,Female,Papua Barat Daya,Senior High School,Private Employee,LinkAja,Reksadana,Tidak Ada,0.0,2,4.7,2000001.0,4000001.0,500000.0,15,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0776,Male,Bengkulu,Senior High School,Not Working,GoPay,Emas,Gaya,7545158.0,3,6.8,4000001.0,4000001.0,1000001.0,22,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0777,Male,Kalimantan Timur,Elementary School,Entrepreneur,ShopeePay,Kripto,Konsumsi,6756878.0,1,7.0,6000001.0,10000001.0,500000.0,16,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0778,Female,DKI Jakarta,Senior High School,Private Employee,LinkAja,Saham,Gaya,6057260.0,1,3.6,6000001.0,10000001.0,500001.0,20,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0779,Female,Papua Barat,Senior High School,Private Employee,OVO,Saham,Gaya,17807769.0,2,5.9,2000000.0,2000000.0,500001.0,23,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0780,Female,Papua Pegunungan,Senior High School,Not Working,ShopeePay,Reksadana,Tidak Ada,0.0,2,8.5,2000001.0,4000001.0,500000.0,14,2410,1.7,2214.0,0.9,998,4.9,549.7,18105,58.4
U0781,Female,Papua Selatan,Elementary School,Student,OVO,Kripto,Konsumsi,4295627.0,4,5.4,2000000.0,2000000.0,500000.0,28,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0782,Female,Bali,Bachelor (S1)/Diploma IV,Student,Kredivo,Reksadana,Pendidikan,1751782.0,5,6.5,2000000.0,2000000.0,500001.0,14,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0783,Male,Papua Tengah,Postgraduate,Student,Dana,Saham,Pendidikan,19344015.0,3,11.2,2000000.0,2000000.0,500000.0,20,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0784,Male,Jambi,Bachelor (S1)/Diploma IV,Entrepreneur,Akulaku,Saham,Tidak Ada,0.0,5,18.5,2000001.0,4000001.0,1000001.0,17,273264,1.06,1251.0,2.16,136402,864.3,3768.5,86722,38.2
U0785,Male,Maluku Utara,Bachelor (S1)/Diploma IV,Entrepreneur,OVO,No Investment,Usaha,16180246.0,3,1.6,10000001.0,6000001.0,1000001.0,17,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0786,Female,Sumatera Barat,Senior High School,Student,Kredivo,Kripto,Tidak Ada,0.0,1,7.3,2000000.0,2000000.0,500001.0,14,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
U0787,Female,Papua Tengah,Postgraduate,Private Employee,Akulaku,Reksadana,Tidak Ada,0.0,2,14.3,2000001.0,4000001.0,500001.0,17,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0788,Male,DI Yogyakarta,Senior High School,Civil Servant/BUMN,Akulaku,Kripto,Pendidikan,14052684.0,2,8.2,4000001.0,4000001.0,500001.0,17,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0789,Male,Maluku,Postgraduate,Student,Akulaku,Reksadana,Gaya,2230934.0,1,7.0,2000000.0,2000000.0,1000001.0,27,64468,0.2,117.0,0.84,32951,231.36,1970.6,32198,42.1
U0790,Female,Maluku,Postgraduate,Others,GoPay,Reksadana,Tidak Ada,0.0,1,0.5,2000000.0,2000000.0,500001.0,19,64468,0.2,117.0,0.84,32951,231.36,1970.6,32198,42.1
U0791,Male,Bali,Diploma I/II/III,Student,Kredivo,Saham,Usaha,11997678.0,3,7.5,2000000.0,2000000.0,500000.0,25,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0792,Female,Kalimantan Utara,Postgraduate,Student,GoPay,Kripto,Tidak Ada,0.0,1,8.8,2000001.0,4000001.0,500000.0,16,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0793,Female,Kalimantan Timur,Senior High School,Private Employee,OVO,Saham,Konsumsi,10916027.0,3,6.5,2000000.0,4000001.0,500001.0,19,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0794,Female,Nusa Tenggara Barat,Senior High School,Private Employee,LinkAja,Reksadana,Konsumsi,18733314.0,5,7.5,2000000.0,2000000.0,500001.0,17,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0795,Male,DI Yogyakarta,Senior High School,Student,Akulaku,Emas,Tidak Ada,0.0,2,8.1,2000000.0,2000000.0,500001.0,27,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0796,Female,Jawa Timur,Senior High School,Private Employee,Akulaku,Reksadana,Tidak Ada,0.0,2,9.2,6000001.0,10000001.0,500000.0,27,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0797,Female,Jawa Timur,Junior High School,Private Employee,ShopeePay,Reksadana,Tidak Ada,0.0,2,5.9,4000001.0,4000001.0,1000001.0,16,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0798,Female,Sumatera Selatan,Diploma I/II/III,Student,Dana,Saham,Tidak Ada,0.0,5,5.9,2000000.0,2000000.0,500000.0,27,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0799,Female,Sulawesi Selatan,Postgraduate,Student,Akulaku,Saham,Tidak Ada,0.0,5,2.2,2000000.0,2000000.0,500000.0,27,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0800,Female,Jawa Timur,Senior High School,Private Employee,GoPay,Saham,Tidak Ada,0.0,4,6.0,2000001.0,4000001.0,500001.0,28,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0801,Female,Papua Pegunungan,Bachelor (S1)/Diploma IV,Student,Kredivo,Saham,Tidak Ada,0.0,3,9.4,2000000.0,2000000.0,500000.0,13,2410,1.7,2214.0,0.9,998,4.9,549.7,18105,58.4
U0802,Male,Lampung,Bachelor (S1)/Diploma IV,Not Working,ShopeePay,Saham,Gaya,15691997.0,3,8.2,2000001.0,4000001.0,500001.0,16,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0803,Female,Jawa Timur,Bachelor (S1)/Diploma IV,Entrepreneur,Kredivo,Reksadana,Pendidikan,13913170.0,4,4.5,10000001.0,6000001.0,500001.0,21,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0804,Female,Sumatera Barat,Postgraduate,Others,Akulaku,Reksadana,Tidak Ada,0.0,2,2.2,2000001.0,4000001.0,500001.0,22,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
U0805,Male,Jawa Tengah,Senior High School,Student,OVO,No Investment,Usaha,8985983.0,3,6.6,2000001.0,4000001.0,500001.0,22,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0806,Female,Papua,Postgraduate,Others,OVO,Saham,Gaya,2319941.0,3,9.3,4000001.0,4000001.0,500000.0,15,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0807,Female,Kalimantan Utara,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Dana,Reksadana,Usaha,4449244.0,2,5.8,4000001.0,4000001.0,500000.0,17,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0808,Female,Maluku Utara,Senior High School,Student,GoPay,Emas,Gaya,15708735.0,1,3.4,2000000.0,2000000.0,1000001.0,24,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0809,Male,Maluku Utara,Senior High School,Student,LinkAja,Reksadana,Usaha,4129331.0,1,5.5,2000000.0,2000000.0,500001.0,25,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0810,Male,Sulawesi Barat,Diploma I/II/III,Student,Akulaku,Saham,Konsumsi,8968902.0,4,7.8,2000000.0,2000000.0,500001.0,26,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0811,Female,Jawa Tengah,Senior High School,Private Employee,Dana,Saham,Tidak Ada,0.0,5,10.1,6000001.0,10000001.0,500000.0,17,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0812,Female,Aceh,Diploma I/II/III,Civil Servant/BUMN,OVO,Kripto,Usaha,2748753.0,3,6.4,10000001.0,6000001.0,500001.0,15,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0813,Male,Papua,Diploma I/II/III,Student,Akulaku,Saham,Gaya,12748270.0,3,9.6,6000001.0,10000001.0,500001.0,23,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0814,Female,Jawa Timur,Senior High School,Private Employee,ShopeePay,Emas,Konsumsi,14875475.0,4,9.4,6000001.0,10000001.0,500001.0,28,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0815,Female,DI Yogyakarta,Senior High School,Student,Akulaku,Kripto,Konsumsi,17661045.0,4,4.1,2000000.0,2000000.0,1000001.0,27,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0816,Female,Gorontalo,Bachelor (S1)/Diploma IV,Private Employee,Akulaku,Saham,Konsumsi,7936949.0,3,10.1,2000001.0,4000001.0,500000.0,13,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0817,Female,Papua,Senior High School,Student,OVO,Emas,Tidak Ada,0.0,2,7.7,2000001.0,4000001.0,500000.0,22,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0818,Male,Nusa Tenggara Barat,Elementary School,Entrepreneur,LinkAja,Emas,Konsumsi,18299978.0,2,4.0,6000001.0,10000001.0,1000001.0,15,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0819,Male,Bengkulu,Elementary School,Entrepreneur,Kredivo,Reksadana,Tidak Ada,0.0,5,11.4,10000001.0,6000001.0,3000000.0,17,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0820,Male,Gorontalo,Senior High School,Civil Servant/BUMN,Dana,Reksadana,Konsumsi,7298161.0,3,6.7,10000001.0,6000001.0,500000.0,21,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0821,Female,Maluku,Bachelor (S1)/Diploma IV,Student,Akulaku,Saham,Konsumsi,14555062.0,3,2.1,2000001.0,4000001.0,500001.0,24,64468,0.2,117.0,0.84,32951,231.36,1970.6,32198,42.1
U0822,Male,Sulawesi Utara,Senior High School,Student,LinkAja,Saham,Konsumsi,17831916.0,3,5.2,2000001.0,4000001.0,500000.0,26,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0823,Male,Papua Barat Daya,Diploma I/II/III,Entrepreneur,Akulaku,Saham,Konsumsi,15046239.0,3,4.6,2000001.0,4000001.0,500000.0,17,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0824,Male,DI Yogyakarta,Senior High School,Student,OVO,Reksadana,Tidak Ada,0.0,4,5.3,2000001.0,4000001.0,500001.0,15,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0825,Female,Lampung,Senior High School,Student,ShopeePay,No Investment,Tidak Ada,0.0,1,5.9,4000001.0,4000001.0,500000.0,17,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0826,Female,Sulawesi Selatan,Bachelor (S1)/Diploma IV,Student,GoPay,Kripto,Tidak Ada,0.0,3,6.4,2000000.0,2000000.0,1000001.0,19,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0827,Male,Sumatera Utara,Diploma I/II/III,Civil Servant/BUMN,Dana,Reksadana,Konsumsi,8710174.0,1,6.3,6000001.0,10000001.0,500001.0,27,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
U0828,Male,Bali,Junior High School,Civil Servant/BUMN,ShopeePay,Saham,Pendidikan,18128806.0,2,6.8,2000001.0,4000001.0,500000.0,13,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0829,Female,Papua Selatan,Senior High School,Entrepreneur,ShopeePay,Reksadana,Usaha,1710280.0,5,8.5,15000000.0,15000000.0,500000.0,15,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0830,Male,DI Yogyakarta,Elementary School,Student,GoPay,Kripto,Tidak Ada,0.0,2,5.1,2000000.0,2000000.0,1000001.0,22,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0831,Male,Sulawesi Utara,Senior High School,Student,OVO,Saham,Konsumsi,17309525.0,3,10.0,2000000.0,2000000.0,500000.0,13,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0832,Male,Sulawesi Barat,Diploma I/II/III,Entrepreneur,GoPay,Emas,Tidak Ada,0.0,2,3.9,4000001.0,4000001.0,500001.0,18,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0833,Male,Gorontalo,Junior High School,Entrepreneur,Akulaku,Reksadana,Usaha,13878624.0,4,8.5,10000001.0,6000001.0,500001.0,18,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0834,Male,Kalimantan Barat,Senior High School,Student,Kredivo,Reksadana,Pendidikan,17317665.0,1,11.1,2000000.0,2000000.0,500001.0,16,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0835,Male,Kalimantan Tengah,Senior High School,Civil Servant/BUMN,Kredivo,Saham,Usaha,14087587.0,3,6.6,4000001.0,4000001.0,500001.0,15,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0836,Male,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Student,Dana,Saham,Konsumsi,10629439.0,4,7.5,2000001.0,2000000.0,500000.0,17,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0837,Female,Papua Tengah,Postgraduate,Not Working,Kredivo,Saham,Tidak Ada,0.0,1,4.6,4000001.0,4000001.0,500000.0,26,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0838,Male,Papua Selatan,Elementary School,Student,OVO,Emas,Konsumsi,7408801.0,4,5.7,2000000.0,2000000.0,500000.0,22,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0839,Female,Banten,Bachelor (S1)/Diploma IV,Not Working,Kredivo,No Investment,Tidak Ada,0.0,2,10.9,2000000.0,2000000.0,500001.0,13,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0840,Female,Bali,Senior High School,Private Employee,GoPay,Reksadana,Konsumsi,19879442.0,3,8.9,6000001.0,10000001.0,500001.0,24,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0841,Male,Banten,Senior High School,Private Employee,OVO,Saham,Tidak Ada,0.0,2,8.0,4000001.0,4000001.0,500000.0,21,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0842,Female,Sumatera Utara,Bachelor (S1)/Diploma IV,Student,Akulaku,Emas,Konsumsi,5293485.0,5,2.2,4000001.0,4000001.0,500000.0,20,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
U0843,Male,Riau,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Akulaku,Reksadana,Tidak Ada,0.0,3,5.2,4000001.0,4000001.0,500001.0,20,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0844,Female,Kalimantan Tengah,Postgraduate,Civil Servant/BUMN,Kredivo,Reksadana,Tidak Ada,0.0,2,11.3,10000001.0,6000001.0,500001.0,17,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0845,Male,Papua,Senior High School,Student,Kredivo,Saham,Tidak Ada,0.0,3,8.0,2000000.0,2000000.0,3000000.0,13,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0846,Male,Sulawesi Barat,Senior High School,Private Employee,LinkAja,Emas,Usaha,18782131.0,1,8.3,2000001.0,4000001.0,500001.0,23,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0847,Male,Sumatera Selatan,Bachelor (S1)/Diploma IV,Others,OVO,Reksadana,Tidak Ada,0.0,3,7.4,2000001.0,4000001.0,500001.0,26,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0848,Female,Bali,Senior High School,Private Employee,Kredivo,Emas,Pendidikan,5368073.0,3,5.5,4000001.0,4000001.0,500001.0,24,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0849,Male,Sulawesi Utara,Senior High School,Private Employee,OVO,Emas,Tidak Ada,7634855.0,1,7.8,6000001.0,10000001.0,3000000.0,14,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0850,Female,Jambi,Senior High School,Student,LinkAja,Saham,Usaha,14656763.0,2,0.5,2000000.0,2000000.0,1000001.0,17,273264,1.06,1251.0,2.16,136402,864.3,3768.5,86722,38.2
U0851,Male,Jambi,Diploma I/II/III,Civil Servant/BUMN,ShopeePay,Emas,Konsumsi,10425127.0,3,3.0,6000001.0,10000001.0,500001.0,23,273264,1.06,1251.0,2.16,136402,864.3,3768.5,86722,38.2
U0852,Female,Kalimantan Barat,Senior High School,Student,OVO,Emas,Tidak Ada,0.0,4,5.2,2000000.0,2000000.0,500000.0,15,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0853,Male,Banten,Senior High School,Private Employee,GoPay,Saham,Konsumsi,5068798.0,3,7.5,15000000.0,15000000.0,500000.0,14,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0854,Female,Papua Selatan,Bachelor (S1)/Diploma IV,Not Working,GoPay,Saham,Gaya,2401412.0,2,3.1,2000000.0,2000000.0,500001.0,14,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0855,Male,Kepulauan Bangka Belitung,Junior High School,Private Employee,Kredivo,Kripto,Tidak Ada,0.0,1,7.3,2000001.0,4000001.0,1000001.0,13,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0856,Male,Jambi,Senior High School,Student,ShopeePay,Reksadana,Gaya,17393967.0,2,4.5,2000000.0,2000000.0,500001.0,23,273264,1.06,1251.0,2.16,136402,864.3,3768.5,86722,38.2
U0857,Male,Sumatera Utara,Senior High School,Student,GoPay,Saham,Tidak Ada,0.0,5,4.9,2000000.0,2000000.0,500000.0,16,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
U0858,Male,Kepulauan Bangka Belitung,Elementary School,Private Employee,LinkAja,Reksadana,Konsumsi,17143879.0,3,10.2,2000001.0,4000001.0,1000001.0,20,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0859,Female,Papua Pegunungan,Elementary School,Civil Servant/BUMN,Kredivo,Saham,Gaya,8794682.0,3,7.1,10000001.0,6000001.0,1000001.0,14,2410,1.7,2214.0,0.9,998,4.9,549.7,18105,58.4
U0860,Male,Kalimantan Selatan,Senior High School,Entrepreneur,OVO,Emas,Pendidikan,10621576.0,1,4.7,4000001.0,4000001.0,500000.0,16,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0861,Female,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Entrepreneur,GoPay,Saham,Tidak Ada,0.0,3,7.5,15000000.0,15000000.0,500001.0,15,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0862,Male,Kalimantan Selatan,Senior High School,Private Employee,Dana,Saham,Tidak Ada,0.0,4,3.3,2000001.0,4000001.0,500001.0,17,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0863,Female,Papua,Postgraduate,Student,ShopeePay,Reksadana,Tidak Ada,0.0,4,8.0,2000001.0,4000001.0,1000001.0,25,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0864,Male,Gorontalo,Senior High School,Student,Akulaku,Reksadana,Konsumsi,2816400.0,2,9.8,4000001.0,4000001.0,1000001.0,18,114275,0.35,298.0,1.4,51903,457.14,1242.2,44433,58.4
U0865,Male,Papua Barat Daya,Senior High School,Student,ShopeePay,Saham,Pendidikan,1669715.0,1,8.7,2000000.0,2000000.0,500001.0,13,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0866,Female,Papua Barat,Senior High School,Student,Akulaku,Saham,Konsumsi,8382638.0,5,12.4,6000001.0,10000001.0,500001.0,13,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0867,Male,Nusa Tenggara Barat,Senior High School,Civil Servant/BUMN,Kredivo,Saham,Konsumsi,8123760.0,2,2.2,6000001.0,10000001.0,1000001.0,27,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0868,Male,Bengkulu,Bachelor (S1)/Diploma IV,Private Employee,Akulaku,Emas,Konsumsi,6282337.0,1,7.3,10000001.0,6000001.0,500001.0,25,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0869,Female,Aceh,Senior High School,Private Employee,OVO,Emas,Tidak Ada,0.0,1,3.6,6000001.0,10000001.0,500001.0,26,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0870,Female,Papua Barat,Senior High School,Student,OVO,Reksadana,Konsumsi,5768848.0,2,6.6,2000000.0,2000000.0,1000001.0,16,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0871,Male,Aceh,Bachelor (S1)/Diploma IV,Student,OVO,Emas,Gaya,4569617.0,2,7.0,2000000.0,4000001.0,500000.0,15,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0872,Male,Kalimantan Utara,Bachelor (S1)/Diploma IV,Student,LinkAja,Emas,Tidak Ada,0.0,3,12.7,2000000.0,2000000.0,500001.0,24,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0873,Female,Riau,Bachelor (S1)/Diploma IV,Student,ShopeePay,Kripto,Tidak Ada,0.0,5,6.9,2000000.0,2000000.0,1000001.0,19,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0874,Male,Riau,Senior High School,Entrepreneur,GoPay,No Investment,Pendidikan,15414920.0,4,6.8,2000001.0,4000001.0,1000001.0,14,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0875,Male,Nusa Tenggara Barat,Bachelor (S1)/Diploma IV,Student,LinkAja,Emas,Pendidikan,16596865.0,3,9.5,2000000.0,2000000.0,500001.0,16,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
